User_ID,Product_ID,Gender,Age_Group,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category,Purchase_Amount
1000163,P00340642,M,18-25,4,A,1,Single,5,34.60
1000163,P00322342,M,18-25,4,A,1,Single,5,36.11
1000163,P00309142,M,18-25,4,A,1,Single,1,83.05
1000163,P00270942,M,18-25,4,A,1,Single,1,120.17
1000163,P00305142,M,18-25,4,A,1,Single,1,115.75
1000163,P00019342,M,18-25,4,A,1,Single,1,113.74
1000163,P00128042,M,18-25,4,A,1,Single,1,153.12
1000163,P00345642,M,18-25,4,A,1,Single,1,80.67
1000163,P00229742,M,18-25,4,A,1,Single,1,116.35
1000163,P00194642,M,18-25,4,A,1,Single,1,80.81
1000163,P00206442,M,18-25,4,A,1,Single,1,39.31
1000163,P00149542,M,18-25,4,A,1,Single,1,41.45
1000163,P00138242,M,18-25,4,A,1,Single,1,39.16
1000163,P00035242,M,18-25,4,A,1,Single,8,40.12
1000163,P00135842,M,18-25,4,A,1,Single,5,37.59
1000163,P00035742,M,18-25,4,A,1,Single,11,29.52
1000163,P00276642,M,18-25,4,A,1,Single,8,41.52
1000163,P00019142,M,18-25,4,A,1,Single,11,30.68
1000163,P00137642,M,18-25,4,A,1,Single,3,56.97
1000165,P00110942,M,18-25,16,A,1,Single,1,115.16
1000165,P00005042,M,18-25,16,A,1,Single,6,199.28
1000165,P00188442,M,18-25,16,A,1,Single,5,68.73
1000165,P00329542,M,18-25,16,A,1,Single,1,158.79
1000165,P00346342,M,18-25,16,A,1,Single,1,114.00
1000166,P00184942,M,18-25,4,B,1,Married,1,120.06
1000166,P00111042,M,18-25,4,B,1,Married,15,168.56
1000166,P00046742,M,18-25,4,B,1,Married,1,154.70
1000166,P00028842,M,18-25,4,B,1,Married,6,159.56
1000166,P00238442,M,18-25,4,B,1,Married,6,199.66
1000166,P00270242,M,18-25,4,B,1,Married,8,77.86
1000166,P00073842,M,18-25,4,B,1,Married,1,154.54
1000166,P00197342,M,18-25,4,B,1,Married,1,79.24
1000166,P00318142,M,18-25,4,B,1,Married,2,97.52
1000166,P00015542,M,18-25,4,B,1,Married,1,115.13
1000166,P00184142,M,18-25,4,B,1,Married,8,81.15
1000166,P00034742,M,18-25,4,B,1,Married,5,88.43
1000166,P00049642,M,18-25,4,B,1,Married,8,98.49
1000166,P00303642,M,18-25,4,B,1,Married,8,98.12
1000166,P00071442,M,18-25,4,B,1,Married,15,166.51
1000166,P00226442,M,18-25,4,B,1,Married,11,31.72
1000166,P00110542,M,18-25,4,B,1,Married,8,99.42
1000166,P00014542,M,18-25,4,B,1,Married,8,59.66
1000166,P0098542,M,18-25,4,B,1,Married,8,61.82
1000166,P00231142,M,18-25,4,B,1,Married,5,52.80
1000166,P00031542,M,18-25,4,B,1,Married,5,53.46
1000166,P00258742,M,18-25,4,B,1,Married,5,89.02
1000169,P00288042,M,26-35,7,B,3,Single,8,79.99
1000169,P00119142,M,26-35,7,B,3,Single,3,54.23
1000169,P00053842,M,26-35,7,B,3,Single,4,14.60
1000169,P00176042,M,26-35,7,B,3,Single,8,61.46
1000169,P00116142,M,26-35,7,B,3,Single,10,97.32
1000169,P00089442,M,26-35,7,B,3,Single,8,78.61
1000169,P00128942,M,26-35,7,B,3,Single,1,154.19
1000169,P00085442,M,26-35,7,B,3,Single,12,14.34
1000169,P00322042,M,26-35,7,B,3,Single,5,69.71
1000169,P00021742,M,26-35,7,B,3,Single,5,70.34
1000169,P00136542,M,26-35,7,B,3,Single,5,70.13
1000169,P00139942,M,26-35,7,B,3,Single,5,68.98
1000169,P00194442,M,26-35,7,B,3,Single,5,51.39
1000169,P00100642,M,26-35,7,B,3,Single,5,54.29
1000169,P00178442,M,26-35,7,B,3,Single,5,51.87
1000169,P00259342,M,26-35,7,B,3,Single,5,86.55
1000169,P00251342,M,26-35,7,B,3,Single,5,54.32
1000169,P00119742,M,26-35,7,B,3,Single,5,70.19
1000169,P00100842,M,26-35,7,B,3,Single,5,68.97
1000169,P00279642,M,26-35,7,B,3,Single,7,84.66
1000169,P00271142,M,26-35,7,B,3,Single,5,86.98
1000169,P00316742,M,26-35,7,B,3,Single,4,27.50
1000169,P00285742,M,26-35,7,B,3,Single,8,80.15
1000169,P00193542,M,26-35,7,B,3,Single,1,192.52
1000169,P00329342,M,26-35,7,B,3,Single,5,54.46
1000169,P00048142,M,26-35,7,B,3,Single,1,158.00
1000169,P00042942,M,26-35,7,B,3,Single,1,158.51
1000169,P00241242,M,26-35,7,B,3,Single,1,154.02
1000169,P00250542,M,26-35,7,B,3,Single,4,14.54
1000170,P00111142,M,26-35,11,C,1,Married,1,196.96
1000170,P00113342,M,26-35,11,C,1,Married,1,157.45
1000171,P00100442,F,51-55,17,B,1,Married,2,160.18
1000172,P00346542,M,26-35,3,C,2,Single,10,140.70
1000173,P00084642,M,26-35,0,B,1,Married,13,7.59
